ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	6516	6602	6532	6520	6634	6509	6578
2	6517	6603	6532	6520	6634	6510	6579
3	6517	6603	6532	6520	6634	6510	6579
4	6517	6603	6532	6520	6634	6509	6579
5	6517	6603	6532	6520	6634	6509	6578
6	6518	6603	6532	6521	6634	6509	6578
7	6517	6603	6532	6520	6634	6509	6578
8	6517	6603	6532	6520	6634	6509	6579
9	6516	6602	6532	6520	6634	6509	6578
10	6518	6602	6533	6520	6634	6509	6578
11	6518	6602	6533	6520	6634	6509	6578
12	6516	6602	6532	6520	6634	6509	6578
13	6517	6603	6532	6520	6634	6509	6578
14	6517	6603	6532	6520	6634	6509	6578
15	6517	6603	6532	6522	6635	6509	6578
16	6517	6603	6532	6520	6634	6509	6578
17	6517	6603	6532	6520	6634	6509	6578
18	6518	6602	6532	6523	6636	6509	6578
19	6517	6603	6532	6520	6634	6510	6579
20	6518	6602	6533	6520	6634	6509	6578
