ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	17849	18014	17658	17682	17849	17787	17769
2	17850	18015	17658	17683	17850	17788	17769
3	17850	18015	17658	17683	17851	17787	17769
4	17850	18015	17658	17683	17851	17787	17769
5	17851	18015	17658	17683	17851	17787	17769
6	17850	18015	17658	17683	17851	17787	17769
7	17850	18015	17658	17683	17850	17788	17769
8	17849	18014	17658	17682	17851	17789	17769
9	17849	18014	17658	17682	17851	17789	17769
10	17850	18015	17658	17683	17851	17787	17769
11	17850	18015	17658	17683	17851	17787	17769
12	17849	18014	17659	17682	17851	17787	17769
13	17849	18014	17658	17682	17851	17789	17770
14	17849	18014	17659	17682	17851	17787	17769
15	17849	18014	17658	17682	17851	17789	17769
16	17850	18015	17658	17683	17851	17787	17769
17	17850	18015	17658	17683	17851	17787	17771
18	17850	18015	17658	17683	17851	17787	17769
19	17849	18014	17658	17682	17851	17789	17769
20	17849	18014	17658	17682	17851	17787	17769
