ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	21554	21773	21443	21412	21637	21563	21561
2	21554	21773	21443	21412	21637	21563	21561
3	21555	21774	21444	21413	21638	21564	21562
4	21554	21773	21443	21412	21637	21563	21561
5	21556	21773	21445	21412	21639	21564	21561
6	21557	21775	21444	21414	21638	21565	21563
7	21555	21774	21444	21413	21638	21564	21562
8	21557	21775	21444	21415	21638	21565	21563
9	21555	21774	21444	21413	21638	21564	21562
10	21554	21773	21443	21412	21637	21563	21561
11	21557	21775	21444	21415	21638	21565	21563
12	21557	21775	21444	21415	21638	21565	21564
13	21557	21775	21444	21415	21638	21565	21563
14	21555	21774	21444	21412	21637	21566	21562
15	21557	21775	21444	21415	21638	21564	21563
16	21557	21775	21444	21415	21638	21565	21563
17	21556	21773	21445	21412	21639	21564	21561
18	21557	21775	21444	21415	21638	21565	21563
19	21557	21775	21444	21415	21638	21564	21563
20	21557	21775	21444	21415	21638	21565	21563
