ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	801	820	761	809	807	770	803
2	801	821	761	810	807	770	803
3	802	821	761	810	808	770	803
4	801	822	761	809	807	770	803
5	801	822	761	809	807	770	803
6	801	823	761	810	807	770	803
7	801	823	761	810	807	770	803
8	801	823	761	810	807	770	803
9	802	824	761	810	808	770	803
10	801	821	761	810	807	770	803
11	801	822	761	809	807	770	803
12	801	823	761	810	807	770	803
13	803	823	761	811	807	770	803
14	801	822	761	809	807	770	803
15	801	823	762	810	809	770	803
16	801	820	761	809	807	770	803
17	801	820	761	809	807	770	803
18	801	820	761	809	807	770	803
19	801	821	761	810	807	770	803
20	801	823	761	810	807	770	804
