ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	22850	23037	22670	22666	22899	22852	22811
2	22851	23037	22671	22667	22899	22852	22811
3	22850	23037	22670	22666	22899	22852	22811
4	22851	23037	22671	22667	22899	22852	22811
5	22850	23037	22670	22666	22899	22852	22811
6	22850	23037	22670	22666	22899	22852	22811
7	22851	23037	22670	22668	22899	22852	22811
8	22850	23037	22670	22666	22899	22852	22811
9	22851	23037	22670	22668	22899	22853	22811
10	22851	23037	22670	22669	22899	22853	22811
11	22850	23037	22670	22666	22899	22852	22811
12	22851	23037	22671	22667	22899	22852	22811
13	22850	23037	22670	22666	22899	22852	22811
14	22851	23037	22670	22668	22899	22852	22811
15	22851	23037	22670	22668	22899	22852	22811
16	22850	23037	22670	22666	22899	22852	22811
17	22850	23037	22670	22666	22899	22852	22811
18	22851	23037	22670	22669	22899	22853	22811
19	22851	23037	22670	22666	22899	22852	22811
20	22850	23037	22670	22666	22899	22852	22811
