ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	16655	16807	16497	16543	16638	16626	16648
2	16655	16808	16498	16544	16639	16627	16648
3	16655	16807	16499	16543	16638	16627	16648
4	16655	16807	16499	16543	16638	16627	16648
5	16655	16808	16497	16545	16640	16628	16648
6	16656	16808	16498	16544	16640	16627	16648
7	16657	16808	16497	16546	16640	16628	16648
8	16655	16808	16498	16544	16640	16627	16648
9	16655	16808	16497	16544	16640	16628	16648
10	16655	16807	16497	16543	16638	16627	16648
11	16655	16809	16500	16545	16640	16628	16648
12	16655	16808	16498	16544	16639	16627	16648
13	16655	16808	16498	16544	16639	16627	16648
14	16655	16807	16499	16543	16638	16627	16648
15	16655	16808	16498	16544	16640	16627	16649
16	16655	16807	16497	16543	16638	16627	16648
17	16655	16808	16498	16544	16640	16627	16649
18	16655	16807	16499	16543	16638	16627	16648
19	16655	16807	16499	16543	16638	16627	16648
20	16655	16808	16497	16544	16640	16628	16648
