ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	26934	27131	26820	26692	26929	26942	26845
2	26934	27132	26821	26693	26930	26943	26845
3	26934	27132	26820	26692	26929	26942	26845
4	26934	27132	26821	26693	26930	26943	26845
5	26934	27132	26821	26693	26930	26943	26845
6	26934	27132	26820	26692	26929	26942	26845
7	26934	27131	26820	26692	26929	26942	26845
8	26935	27132	26820	26692	26929	26942	26845
9	26934	27132	26821	26693	26930	26943	26845
10	26934	27133	26821	26693	26930	26944	26845
11	26935	27132	26820	26692	26929	26942	26845
12	26936	27131	26820	26692	26929	26942	26845
13	26934	27132	26820	26692	26929	26942	26846
14	26934	27133	26821	26693	26930	26944	26845
15	26934	27133	26821	26693	26930	26944	26845
16	26935	27132	26820	26694	26929	26942	26845
17	26934	27132	26821	26693	26930	26943	26845
18	26936	27131	26820	26692	26929	26942	26845
19	26935	27132	26820	26692	26929	26942	26845
20	26934	27132	26820	26692	26929	26942	26845
