ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	117681	117681	117681	117681	117681	117681	117681
2	117682	117682	117682	117682	117682	117682	117682
3	117683	117683	117683	117683	117683	117683	117683
4	117684	117684	117684	117684	117684	117684	117684
5	117685	117685	117685	117685	117685	117685	117685
6	117686	117686	117686	117686	117686	117686	117686
7	117687	117687	117687	117687	117687	117687	117687
8	117688	117688	117688	117688	117688	117688	117688
9	117689	117689	117689	117689	117689	117689	117689
10	117690	117690	117690	117690	117690	117690	117690
11	117691	117691	117691	117691	117691	117691	117691
12	117692	117692	117692	117692	117692	117692	117692
13	117693	117693	117693	117693	117693	117693	117693
14	117694	117694	117694	117694	117694	117694	117694
15	117695	117695	117695	117695	117695	117695	117695
16	117696	117696	117696	117696	117696	117696	117696
17	117697	117697	117697	117697	117697	117697	117697
18	117698	117698	117698	117698	117698	117698	117698
19	117699	117699	117699	117699	117699	117699	117699
20	117700	117700	117700	117700	117700	117700	117700
