ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	185781	185781	185781	185781	185781	185781	185781
2	185782	185782	185782	185782	185782	185782	185782
3	185783	185783	185783	185783	185783	185783	185783
4	185784	185784	185784	185784	185784	185784	185784
5	185785	185785	185785	185785	185785	185785	185785
6	185786	185786	185786	185786	185786	185786	185786
7	185787	185787	185787	185787	185787	185787	185787
8	185788	185788	185788	185788	185788	185788	185788
9	185789	185789	185789	185789	185789	185789	185789
10	185790	185790	185790	185790	185790	185790	185790
11	185791	185791	185791	185791	185791	185791	185791
12	185792	185792	185792	185792	185792	185792	185792
13	185793	185793	185793	185793	185793	185793	185793
14	185794	185794	185794	185794	185794	185794	185794
15	185795	185795	185795	185795	185795	185795	185795
16	185796	185796	185796	185796	185796	185796	185796
17	185797	185797	185797	185797	185797	185797	185797
18	185798	185798	185798	185798	185798	185798	185798
19	185799	185799	185799	185799	185799	185799	185799
20	185800	185800	185800	185800	185800	185800	185800
