ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	180161	180161	180161	180161	180161	180161	180161
2	180162	180162	180162	180162	180162	180162	180162
3	180163	180163	180163	180163	180163	180163	180163
4	180164	180164	180164	180164	180164	180164	180164
5	180165	180165	180165	180165	180165	180165	180165
6	180166	180166	180166	180166	180166	180166	180166
7	180167	180167	180167	180167	180167	180167	180167
8	180168	180168	180168	180168	180168	180168	180168
9	180169	180169	180169	180169	180169	180169	180169
10	180170	180170	180170	180170	180170	180170	180170
11	180171	180171	180171	180171	180171	180171	180171
12	180172	180172	180172	180172	180172	180172	180172
13	180173	180173	180173	180173	180173	180173	180173
14	180174	180174	180174	180174	180174	180174	180174
15	180175	180175	180175	180175	180175	180175	180175
16	180176	180176	180176	180176	180176	180176	180176
17	180177	180177	180177	180177	180177	180177	180177
18	180178	180178	180178	180178	180178	180178	180178
19	180179	180179	180179	180179	180179	180179	180179
20	180180	180180	180180	180180	180180	180180	180180
