ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	74881	74881	74881	74881	74881	74881	74881
2	74882	74882	74882	74882	74882	74882	74882
3	74883	74883	74883	74883	74883	74883	74883
4	74884	74884	74884	74884	74884	74884	74884
5	74885	74885	74885	74885	74885	74885	74885
6	74886	74886	74886	74886	74886	74886	74886
7	74887	74887	74887	74887	74887	74887	74887
8	74888	74888	74888	74888	74888	74888	74888
9	74889	74889	74889	74889	74889	74889	74889
10	74890	74890	74890	74890	74890	74890	74890
11	74891	74891	74891	74891	74891	74891	74891
12	74892	74892	74892	74892	74892	74892	74892
13	74893	74893	74893	74893	74893	74893	74893
14	74894	74894	74894	74894	74894	74894	74894
15	74895	74895	74895	74895	74895	74895	74895
16	74896	74896	74896	74896	74896	74896	74896
17	74897	74897	74897	74897	74897	74897	74897
18	74898	74898	74898	74898	74898	74898	74898
19	74899	74899	74899	74899	74899	74899	74899
20	74900	74900	74900	74900	74900	74900	74900
