ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	143021	143021	143021	143021	143021	143021	143021
2	143022	143022	143022	143022	143022	143022	143022
3	143023	143023	143023	143023	143023	143023	143023
4	143024	143024	143024	143024	143024	143024	143024
5	143025	143025	143025	143025	143025	143025	143025
6	143026	143026	143026	143026	143026	143026	143026
7	143027	143027	143027	143027	143027	143027	143027
8	143028	143028	143028	143028	143028	143028	143028
9	143029	143029	143029	143029	143029	143029	143029
10	143030	143030	143030	143030	143030	143030	143030
11	143031	143031	143031	143031	143031	143031	143031
12	143032	143032	143032	143032	143032	143032	143032
13	143033	143033	143033	143033	143033	143033	143033
14	143034	143034	143034	143034	143034	143034	143034
15	143035	143035	143035	143035	143035	143035	143035
16	143036	143036	143036	143036	143036	143036	143036
17	143037	143037	143037	143037	143037	143037	143037
18	143038	143038	143038	143038	143038	143038	143038
19	143039	143039	143039	143039	143039	143039	143039
20	143040	143040	143040	143040	143040	143040	143040
