ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	75701	75701	75701	75701	75701	75701	75701
2	75702	75702	75702	75702	75702	75702	75702
3	75703	75703	75703	75703	75703	75703	75703
4	75704	75704	75704	75704	75704	75704	75704
5	75705	75705	75705	75705	75705	75705	75705
6	75706	75706	75706	75706	75706	75706	75706
7	75707	75707	75707	75707	75707	75707	75707
8	75708	75708	75708	75708	75708	75708	75708
9	75709	75709	75709	75709	75709	75709	75709
10	75710	75710	75710	75710	75710	75710	75710
11	75711	75711	75711	75711	75711	75711	75711
12	75712	75712	75712	75712	75712	75712	75712
13	75713	75713	75713	75713	75713	75713	75713
14	75714	75714	75714	75714	75714	75714	75714
15	75715	75715	75715	75715	75715	75715	75715
16	75716	75716	75716	75716	75716	75716	75716
17	75717	75717	75717	75717	75717	75717	75717
18	75718	75718	75718	75718	75718	75718	75718
19	75719	75719	75719	75719	75719	75719	75719
20	75720	75720	75720	75720	75720	75720	75720
