ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	35601	35601	35601	35601	35601	35601	35601
2	35602	35602	35602	35602	35602	35602	35602
3	35603	35603	35603	35603	35603	35603	35603
4	35604	35604	35604	35604	35604	35604	35604
5	35605	35605	35605	35605	35605	35605	35605
6	35606	35606	35606	35606	35606	35606	35606
7	35607	35607	35607	35607	35607	35607	35607
8	35608	35608	35608	35608	35608	35608	35608
9	35609	35609	35609	35609	35609	35609	35609
10	35610	35610	35610	35610	35610	35610	35610
11	35611	35611	35611	35611	35611	35611	35611
12	35612	35612	35612	35612	35612	35612	35612
13	35613	35613	35613	35613	35613	35613	35613
14	35614	35614	35614	35614	35614	35614	35614
15	35615	35615	35615	35615	35615	35615	35615
16	35616	35616	35616	35616	35616	35616	35616
17	35617	35617	35617	35617	35617	35617	35617
18	35618	35618	35618	35618	35618	35618	35618
19	35619	35619	35619	35619	35619	35619	35619
20	35620	35620	35620	35620	35620	35620	35620
