ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	193861	193861	193861	193861	193861	193861	193861
2	193862	193862	193862	193862	193862	193862	193862
3	193863	193863	193863	193863	193863	193863	193863
4	193864	193864	193864	193864	193864	193864	193864
5	193865	193865	193865	193865	193865	193865	193865
6	193866	193866	193866	193866	193866	193866	193866
7	193867	193867	193867	193867	193867	193867	193867
8	193868	193868	193868	193868	193868	193868	193868
9	193869	193869	193869	193869	193869	193869	193869
10	193870	193870	193870	193870	193870	193870	193870
11	193871	193871	193871	193871	193871	193871	193871
12	193872	193872	193872	193872	193872	193872	193872
13	193873	193873	193873	193873	193873	193873	193873
14	193874	193874	193874	193874	193874	193874	193874
15	193875	193875	193875	193875	193875	193875	193875
16	193876	193876	193876	193876	193876	193876	193876
17	193877	193877	193877	193877	193877	193877	193877
18	193878	193878	193878	193878	193878	193878	193878
19	193879	193879	193879	193879	193879	193879	193879
20	193880	193880	193880	193880	193880	193880	193880
