ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	138621	138621	138621	138621	138621	138621	138621
2	138622	138622	138622	138622	138622	138622	138622
3	138623	138623	138623	138623	138623	138623	138623
4	138624	138624	138624	138624	138624	138624	138624
5	138625	138625	138625	138625	138625	138625	138625
6	138626	138626	138626	138626	138626	138626	138626
7	138627	138627	138627	138627	138627	138627	138627
8	138628	138628	138628	138628	138628	138628	138628
9	138629	138629	138629	138629	138629	138629	138629
10	138630	138630	138630	138630	138630	138630	138630
11	138631	138631	138631	138631	138631	138631	138631
12	138632	138632	138632	138632	138632	138632	138632
13	138633	138633	138633	138633	138633	138633	138633
14	138634	138634	138634	138634	138634	138634	138634
15	138635	138635	138635	138635	138635	138635	138635
16	138636	138636	138636	138636	138636	138636	138636
17	138637	138637	138637	138637	138637	138637	138637
18	138638	138638	138638	138638	138638	138638	138638
19	138639	138639	138639	138639	138639	138639	138639
20	138640	138640	138640	138640	138640	138640	138640
