ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	148301	148301	148301	148301	148301	148301	148301
2	148302	148302	148302	148302	148302	148302	148302
3	148303	148303	148303	148303	148303	148303	148303
4	148304	148304	148304	148304	148304	148304	148304
5	148305	148305	148305	148305	148305	148305	148305
6	148306	148306	148306	148306	148306	148306	148306
7	148307	148307	148307	148307	148307	148307	148307
8	148308	148308	148308	148308	148308	148308	148308
9	148309	148309	148309	148309	148309	148309	148309
10	148310	148310	148310	148310	148310	148310	148310
11	148311	148311	148311	148311	148311	148311	148311
12	148312	148312	148312	148312	148312	148312	148312
13	148313	148313	148313	148313	148313	148313	148313
14	148314	148314	148314	148314	148314	148314	148314
15	148315	148315	148315	148315	148315	148315	148315
16	148316	148316	148316	148316	148316	148316	148316
17	148317	148317	148317	148317	148317	148317	148317
18	148318	148318	148318	148318	148318	148318	148318
19	148319	148319	148319	148319	148319	148319	148319
20	148320	148320	148320	148320	148320	148320	148320
