ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	78201	78201	78201	78201	78201	78201	78201
2	78202	78202	78202	78202	78202	78202	78202
3	78203	78203	78203	78203	78203	78203	78203
4	78204	78204	78204	78204	78204	78204	78204
5	78205	78205	78205	78205	78205	78205	78205
6	78206	78206	78206	78206	78206	78206	78206
7	78207	78207	78207	78207	78207	78207	78207
8	78208	78208	78208	78208	78208	78208	78208
9	78209	78209	78209	78209	78209	78209	78209
10	78210	78210	78210	78210	78210	78210	78210
11	78211	78211	78211	78211	78211	78211	78211
12	78212	78212	78212	78212	78212	78212	78212
13	78213	78213	78213	78213	78213	78213	78213
14	78214	78214	78214	78214	78214	78214	78214
15	78215	78215	78215	78215	78215	78215	78215
16	78216	78216	78216	78216	78216	78216	78216
17	78217	78217	78217	78217	78217	78217	78217
18	78218	78218	78218	78218	78218	78218	78218
19	78219	78219	78219	78219	78219	78219	78219
20	78220	78220	78220	78220	78220	78220	78220
