ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	18321	18321	18321	18321	18321	18321	18321
2	18322	18322	18322	18322	18322	18322	18322
3	18323	18323	18323	18323	18323	18323	18323
4	18324	18324	18324	18324	18324	18324	18324
5	18325	18325	18325	18325	18325	18325	18325
6	18326	18326	18326	18326	18326	18326	18326
7	18327	18327	18327	18327	18327	18327	18327
8	18328	18328	18328	18328	18328	18328	18328
9	18329	18329	18329	18329	18329	18329	18329
10	18330	18330	18330	18330	18330	18330	18330
11	18331	18331	18331	18331	18331	18331	18331
12	18332	18332	18332	18332	18332	18332	18332
13	18333	18333	18333	18333	18333	18333	18333
14	18334	18334	18334	18334	18334	18334	18334
15	18335	18335	18335	18335	18335	18335	18335
16	18336	18336	18336	18336	18336	18336	18336
17	18337	18337	18337	18337	18337	18337	18337
18	18338	18338	18338	18338	18338	18338	18338
19	18339	18339	18339	18339	18339	18339	18339
20	18340	18340	18340	18340	18340	18340	18340
