ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	126541	126541	126541	126541	126541	126541	126541
2	126542	126542	126542	126542	126542	126542	126542
3	126543	126543	126543	126543	126543	126543	126543
4	126544	126544	126544	126544	126544	126544	126544
5	126545	126545	126545	126545	126545	126545	126545
6	126546	126546	126546	126546	126546	126546	126546
7	126547	126547	126547	126547	126547	126547	126547
8	126548	126548	126548	126548	126548	126548	126548
9	126549	126549	126549	126549	126549	126549	126549
10	126550	126550	126550	126550	126550	126550	126550
11	126551	126551	126551	126551	126551	126551	126551
12	126552	126552	126552	126552	126552	126552	126552
13	126553	126553	126553	126553	126553	126553	126553
14	126554	126554	126554	126554	126554	126554	126554
15	126555	126555	126555	126555	126555	126555	126555
16	126556	126556	126556	126556	126556	126556	126556
17	126557	126557	126557	126557	126557	126557	126557
18	126558	126558	126558	126558	126558	126558	126558
19	126559	126559	126559	126559	126559	126559	126559
20	126560	126560	126560	126560	126560	126560	126560
