ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	119581	119581	119581	119581	119581	119581	119581
2	119582	119582	119582	119582	119582	119582	119582
3	119583	119583	119583	119583	119583	119583	119583
4	119584	119584	119584	119584	119584	119584	119584
5	119585	119585	119585	119585	119585	119585	119585
6	119586	119586	119586	119586	119586	119586	119586
7	119587	119587	119587	119587	119587	119587	119587
8	119588	119588	119588	119588	119588	119588	119588
9	119589	119589	119589	119589	119589	119589	119589
10	119590	119590	119590	119590	119590	119590	119590
11	119591	119591	119591	119591	119591	119591	119591
12	119592	119592	119592	119592	119592	119592	119592
13	119593	119593	119593	119593	119593	119593	119593
14	119594	119594	119594	119594	119594	119594	119594
15	119595	119595	119595	119595	119595	119595	119595
16	119596	119596	119596	119596	119596	119596	119596
17	119597	119597	119597	119597	119597	119597	119597
18	119598	119598	119598	119598	119598	119598	119598
19	119599	119599	119599	119599	119599	119599	119599
20	119600	119600	119600	119600	119600	119600	119600
