ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	13641	13641	13641	13641	13641	13641	13641
2	13642	13642	13642	13642	13642	13642	13642
3	13643	13643	13643	13643	13643	13643	13643
4	13644	13644	13644	13644	13644	13644	13644
5	13645	13645	13645	13645	13645	13645	13645
6	13646	13646	13646	13646	13646	13646	13646
7	13647	13647	13647	13647	13647	13647	13647
8	13648	13648	13648	13648	13648	13648	13648
9	13649	13649	13649	13649	13649	13649	13649
10	13650	13650	13650	13650	13650	13650	13650
11	13651	13651	13651	13651	13651	13651	13651
12	13652	13652	13652	13652	13652	13652	13652
13	13653	13653	13653	13653	13653	13653	13653
14	13654	13654	13654	13654	13654	13654	13654
15	13655	13655	13655	13655	13655	13655	13655
16	13656	13656	13656	13656	13656	13656	13656
17	13657	13657	13657	13657	13657	13657	13657
18	13658	13658	13658	13658	13658	13658	13658
19	13659	13659	13659	13659	13659	13659	13659
20	13660	13660	13660	13660	13660	13660	13660
