ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	18301	18301	18301	18301	18301	18301	18301
2	18302	18302	18302	18302	18302	18302	18302
3	18303	18303	18303	18303	18303	18303	18303
4	18304	18304	18304	18304	18304	18304	18304
5	18305	18305	18305	18305	18305	18305	18305
6	18306	18306	18306	18306	18306	18306	18306
7	18307	18307	18307	18307	18307	18307	18307
8	18308	18308	18308	18308	18308	18308	18308
9	18309	18309	18309	18309	18309	18309	18309
10	18310	18310	18310	18310	18310	18310	18310
11	18311	18311	18311	18311	18311	18311	18311
12	18312	18312	18312	18312	18312	18312	18312
13	18313	18313	18313	18313	18313	18313	18313
14	18314	18314	18314	18314	18314	18314	18314
15	18315	18315	18315	18315	18315	18315	18315
16	18316	18316	18316	18316	18316	18316	18316
17	18317	18317	18317	18317	18317	18317	18317
18	18318	18318	18318	18318	18318	18318	18318
19	18319	18319	18319	18319	18319	18319	18319
20	18320	18320	18320	18320	18320	18320	18320
