ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	57161	57161	57161	57161	57161	57161	57161
2	57162	57162	57162	57162	57162	57162	57162
3	57163	57163	57163	57163	57163	57163	57163
4	57164	57164	57164	57164	57164	57164	57164
5	57165	57165	57165	57165	57165	57165	57165
6	57166	57166	57166	57166	57166	57166	57166
7	57167	57167	57167	57167	57167	57167	57167
8	57168	57168	57168	57168	57168	57168	57168
9	57169	57169	57169	57169	57169	57169	57169
10	57170	57170	57170	57170	57170	57170	57170
11	57171	57171	57171	57171	57171	57171	57171
12	57172	57172	57172	57172	57172	57172	57172
13	57173	57173	57173	57173	57173	57173	57173
14	57174	57174	57174	57174	57174	57174	57174
15	57175	57175	57175	57175	57175	57175	57175
16	57176	57176	57176	57176	57176	57176	57176
17	57177	57177	57177	57177	57177	57177	57177
18	57178	57178	57178	57178	57178	57178	57178
19	57179	57179	57179	57179	57179	57179	57179
20	57180	57180	57180	57180	57180	57180	57180
