ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	788	770	776	790	845	839	809
2	789	771	776	791	846	840	809
3	788	770	776	790	845	839	809
4	790	771	776	791	846	840	809
5	791	771	776	791	846	840	809
6	788	771	776	791	846	840	810
7	788	771	776	791	846	840	810
8	788	771	777	792	846	840	809
9	789	771	777	791	846	840	809
10	789	772	778	793	846	840	810
11	788	771	776	791	846	840	810
12	789	771	776	794	846	840	809
13	791	771	776	795	846	840	809
14	788	770	776	790	845	839	809
15	788	771	777	792	846	840	809
16	789	771	777	791	846	840	809
17	791	771	776	791	846	840	809
18	789	771	777	791	847	840	809
19	789	771	776	794	846	840	809
20	791	771	776	791	846	840	809
