ST	gene_1	gene_2	gene_3	gene_4	gene_5	gene_6	gene_7
1	895	883	902	913	955	953	938
2	896	883	903	913	956	954	939
3	895	884	902	913	955	955	939
4	895	884	902	913	955	955	939
5	897	883	903	913	956	954	939
6	895	883	902	913	955	953	938
7	895	883	902	913	957	953	938
8	896	883	903	913	956	954	939
9	895	884	902	913	955	956	939
10	896	883	903	913	956	954	939
11	898	883	902	913	955	953	940
12	896	883	903	913	956	954	939
13	896	883	903	913	956	954	939
14	896	883	903	913	956	954	939
15	895	883	902	913	955	953	938
16	895	883	902	913	955	953	938
17	896	883	903	913	956	954	939
18	896	883	903	913	956	954	939
19	895	884	902	913	955	956	939
20	895	883	902	913	955	953	938
